Case,Tumor core,Edema,Enhancing tumor,Whole tumor
01554,0.9937103517876844,0.9863912139767083,0.9825606027640835,0.9933246812923211
01381,0.9204510819864976,0.9611555729064148,0.9909572465962534,0.9888437831459344
00799,0.9562209654612815,0.9688105146058639,0.9804749415384792,0.9868384753898302
00816,0.9731454400421106,0.9864958421198827,0.9843160093179187,0.9936383498264738
00597,0.0,0.9609584214234761,0.0,0.9634845917277999
01099,0.8649093904376861,0.9027215753874261,0.9191759112483393,0.90630243735951
00249,0.9732949876744431,0.9633412730770466,0.9691578786487897,0.9894973999521716
00583,0.8957082720998093,0.9469874409400644,0.937079993394106,0.9739723002176555
01636,0.8658952959020618,0.889011272695905,0.856733308184944,0.9169410537893337
00123,0.9546888906865625,0.9436153289053938,0.9605677916757724,0.9627162888828081
01351,0.9744495222265009,0.7105676463988662,0.9788002244392724,0.8193105290464003
01386,0.9826057464019659,0.9904505005184453,0.9780017821338334,0.9927170868347056
01217,0.5957064582766588,0.9109621291956708,0.8688072806506,0.9363434276465429
00807,0.9470776333463989,0.9231054008800159,0.9564175328511308,0.9783358744624748
01315,0.9547880451355908,0.9634924166573068,0.9504849158105083,0.9851095503616311
01513,0.8594383005693028,0.692854673381795,0.7894947553841064,0.9516191972366534
01584,0.9376707226217174,0.9742414145452064,0.970732262840039,0.9877742791125467
01057,0.9365377393909601,0.8706397219717157,0.9384958309250646,0.9343073338045016
00387,0.8359334373364068,0.7621419676205567,0.8987034406923082,0.9489987484352971
00543,0.4434419381780394,0.9498828739796791,0.8284106137760233,0.9768017499423959
01521,0.8495223589012958,0.867724047000396,0.8775510204051784,0.9444463445916856
01133,0.9399416909566185,0.9795244656034241,0.9626402835196672,0.9859313957951149
01571,0.16371077762396027,0.9641391477773018,0.958545245177546,0.9717559010701
00273,0.9622924040291855,0.9663226744185344,0.9650959860382031,0.9860835846617412
01631,0.7478767904667919,0.9705459298473299,0.948566924306245,0.9794083461097929
01116,0.971607669615922,0.6602371953602763,0.9083148649750403,0.7526626380052143
01431,0.7438745681635015,0.534310628080149,0.8974081458271441,0.9230817068998515
01304,0.9862946406636605,0.9780990413112065,0.9767274816833154,0.9859486607723815
01338,0.9839462270548246,0.9190091937295921,0.9836828706508688,0.97834720663826
00539,0.955694757104017,0.9319688693233048,0.9345271746602695,0.9662060643804847
01238,0.8055140186912123,0.8551798174985875,0.8624142033493434,0.9238269162481142
01442,0.9767831677965304,0.7571131656272828,0.9289847161570784,0.9581558429574916
01214,0.6516129032253942,0.8773493402630824,0.8499974323419992,0.9242632984235181
