Case,Tumor core,Edema,Enhancing tumor,Whole tumor
01224,0.897945714049255,0.8677416550763066,0.8836977229425366,0.8755869755919853
01117,0.9562348801397006,0.8417929426715673,0.9808200298608061,0.9048621229286574
01454,0.38932089165269745,0.8454446217145276,0.8915436136459811,0.8458905730011441
01255,0.0,0.8372093023249633,0.936699029122576,0.837490774907131
00018,0.9140986908356976,0.8682788839392488,0.8626621944418296,0.883049288150366
01176,0.9598023853050232,0.9009144431916214,0.0,0.9862021830189416
01354,0.988413409546587,0.9301848283409997,0.9833925214116443,0.9381315263936116
01420,0.46223564953984536,0.8533123028388475,0.9115737631509832,0.8490822569677866
01064,0.4986376021730431,0.7861092678609768,0.5498406918500235,0.7902084640183241
00680,0.6612903225628686,0.979405121196498,0.9537052738675293,0.9800450169285423
01512,0.9226270244439116,0.7291536119080584,0.0,0.9417500044093711
01106,0.8915891800497764,0.7227537992118013,0.9274678698383485,0.7656000555283854
01258,0.9025013552227193,0.9227282662462846,0.8409672830720677,0.9237179487178562
00391,0.8707184341700781,0.7778273051449383,0.8603581591881255,0.8586625983155317
01377,0.08163265305994297,0.8777150204342018,0.986188801953349,0.8694077979677154
00495,0.9852563235489702,0.9763526972224914,0.9801855804306526,0.979030195576887
00419,0.9405700424485437,0.8578050058440092,0.9181758673348044,0.8705752605925379
01319,0.9874802735399824,0.9321555788908247,0.9804853699695799,0.9613221384271355
00736,0.9391760590740971,0.7939893714493689,0.9132034826313108,0.8182294718015451
00510,0.9435932986710703,0.869724215331349,0.9347087477996187,0.8976798068136587
01500,0.8395404292214006,0.793059081266894,0.0,0.9292964378061578
00651,0.9807506503151388,0.7936251765164543,0.9618207152805565,0.9330871170970383
01392,0.9894179894172622,0.8112959719785402,0.9915870171244048,0.8887076537011014
00194,0.981898085172829,0.9524302279572231,0.9602168916128485,0.9687296840461305
00003,0.9807816253585925,0.9669532932872483,0.956493453687697,0.9704185093301039
01382,0.9417989417981867,0.8285843851557597,0.9792955735361782,0.88303883295642
00281,0.9841925490499768,0.9861104890441077,0.9807530296153908,0.9860910776838606
01495,0.15403128760467696,0.9164004641235152,0.9024333177340869,0.9187059596959057
00488,0.932086077435743,0.7510936750301287,0.925364103893659,0.8254766323602455
01338,0.9839260020552962,0.9190091937295921,0.983670945921254,0.949874457049562
01516,0.2550696310771377,0.7413237924864272,0.8712273641763458,0.8871294949819776
01412,0.2661381653439064,0.9048828020238414,0.9073738195003394,0.9092125180412478
00231,0.9485050679972757,0.9630149496041938,0.9252596637750694,0.965851323814081
01168,0.9778371913035641,0.9384134059053965,0.9669618949534569,0.9724512065846515
00470,0.880072928624188,0.9427172418418233,0.9104575510998404,0.9324315247907168
01229,0.8514168731813104,0.7064815301810422,0.8433853738698953,0.7350723763570012
01271,0.5627952435245457,0.8495732134755578,0.8215488215484575,0.8531753866402019
00554,0.9817303523872378,0.9472442186315463,0.9617664999387675,0.9543302973916628
00830,0.9401231113545601,0.9866555230532584,0.9912230167064315,0.9860603624670248
00097,0.9489361702105227,0.9417812792088784,0.9859730739405843,0.9454394002494036
00683,0.9822504173621392,0.96946547346891,0.9813349172172409,0.9767243837684818
00063,0.9238514789117442,0.8515372652227732,0.9368198307129499,0.8562964074098641
00099,0.9706357275276773,0.8940049613033286,0.9166266448943825,0.9030655317970449
00009,0.9473684210404703,0.925724924734407,0.909551374815812,0.9260537967891771
00806,0.9492167577412327,0.8507867607159671,0.9653815067774159,0.9266992140160549
00056,0.8103172791590842,0.9443917685067299,0.9428551362486021,0.9360540002934036
00313,0.41756988020456826,0.8790326801945669,0.7623971301954395,0.8767180208398523
00709,0.8985507246358972,0.9635104845175035,0.9563203445609864,0.9626509311685106
00756,0.9442557803466503,0.8504149059618538,0.9429375105605917,0.8910610336318289
00775,0.97963410424239,0.9649077352677311,0.978914949063623,0.9655801356895766
00242,0.9905528658722751,0.6847451887803665,0.9790906834193934,0.7576773593757071
01352,0.8208673790061768,0.9610713379589246,0.8764069864148176,0.9621770311424539
01506,0.7921882127366157,0.7861319016311037,0.8250138657781129,0.9143065007676006
00693,0.9104579630864305,0.9309887535951926,0.9185718759783438,0.9307418210886677
00477,0.9109403254967727,0.973664942300001,0.9761945744972996,0.9704530922392537
01235,0.73066666666614,0.9343740413097563,0.914568616796198,0.9351805710954175
00247,0.8387212967124369,0.9671529896740069,0.9694933476681794,0.9715813693177819
00183,0.9899414502324007,0.9833057881933026,0.9799096097382345,0.9844838747290614
01657,0.9092945128728483,0.9866605524119512,0.9810249630605097,0.9862858908073607
01186,0.0,0.8635049378540559,0.9465465144260379,0.8765070055389462
00481,0.8234681478905147,0.9482060449081157,0.932996091055272,0.9392285744478097
01303,0.9756069397531898,0.9339697352367647,0.9415355960262466,0.9438914441316592
00048,0.0,0.9790649350646808,0.0,0.9790649350646808
00708,0.8132404181156333,0.8874371859290907,0.933056564607594,0.8794039382645665
01134,0.993932595727197,0.9632825984621116,0.9798235221302931,0.9802647311192006
01328,0.94433580216483,0.9512294356977754,0.9681304110442294,0.9756689493996743
00549,0.0,0.9888303421330329,0.979890159804691,0.988300521231002
01381,0.9212352268387942,0.9614340707100316,0.9908848070937873,0.9715947464184772
00267,0.9861641221368164,0.9747640377538943,0.9810472892598713,0.9761619262314153
01478,0.9207887354385677,0.8303845528941589,0.8105187319855529,0.9456420423765964
00730,0.8957016434878387,0.988508641249922,0.9738230892427931,0.9848565017915686
00043,0.9428552014670497,0.9599574704706381,0.7777044520022449,0.9590509508431467
01046,0.9122960055243294,0.9287563098039506,0.963090991554081,0.94005102040808
00694,0.0,0.968917213877153,0.9292786421433573,0.9686808001288599
00472,0.9749253394934496,0.9263130704321573,0.9144951504040967,0.9329359833291556
00186,0.7204486626395854,0.9754086962325423,0.9114452602686173,0.9727489823325108
01018,0.989889289780776,0.9803439190816928,0.9796908064893929,0.9840796637889476
00378,0.8923679060621704,0.9635134932644616,0.9429575560949677,0.9655864264839178
00464,0.7042842215182415,0.7647593097172801,0.937171121868587,0.7581647494370513
00537,0.4399469143980095,0.7905204602605442,0.8884896282985537,0.7824406997960072
00045,0.8916083916031958,0.9644017371675394,0.9720791935593791,0.9617235698824375
00360,0.9812077173632495,0.9390373519585221,0.9875298199955554,0.9488872736269237
01158,0.9572835103488974,0.9462378459236531,0.9342201765253955,0.9471737101719244
00269,0.9309664694271335,0.9763358378341204,0.9703628401624629,0.9739003746357031
00810,0.8794573288102672,0.9783233604540007,0.9485734413523802,0.979328346442856
00209,0.9143067755999051,0.9079550187419387,0.9343337438068289,0.9233946533061301
00587,0.9545200355698101,0.8799871617616927,0.9248223193395202,0.9346990094113318
00530,0.9458725182843347,0.8846855815482252,0.8923132055171255,0.919533851275509
00222,0.0340909090889721,0.9619613966310215,0.8256097560958829,0.9602008124976186
01517,0.7914848891817059,0.807791609478889,0.0,0.9330498173697923
01010,0.944447044507444,0.88994018714943,0.9491525423725982,0.9122999279018151
01340,0.9704142011798432,0.9582114411392116,0.9827762485245908,0.95980619763784
01200,0.9847022431073912,0.9604834305243106,0.971999662646333,0.9769496204277971
00772,0.984811112552272,0.6947842884716846,0.9591093984147301,0.9014709963910615
01418,0.8219690977163894,0.9133869281908855,0.9015790499706412,0.9132476997110995
01311,0.797987616095983,0.8787568539120335,0.9830749082765016,0.8814454635870393
00478,0.9008217083882086,0.9332538387105321,0.9594499912416887,0.9337376639267121
01220,0.9820688277303921,0.8714761776092625,0.9422799422795174,0.9248111397918573
01493,0.6546683777267975,0.8453642941274502,0.8927796266818427,0.9065023865756432
00409,0.9519519519513022,0.9576337344022404,0.9741835250560337,0.9573539936609814
00574,0.9314268142667106,0.9629799016092949,0.9764698578254869,0.9632103049171183
00652,0.9047102235725434,0.9733164810800161,0.9172470377223536,0.9683576601847582
01359,0.9069257286102994,0.9049894258632,0.9821149185506363,0.9099511216941628
00100,0.8547008546994499,0.9553144511543555,0.9388867731653127,0.9528916016854759
01031,0.9256198346852446,0.9753282694457251,0.9830940988820046,0.9750155908947274
00626,0.9348807221087372,0.9537826438118308,0.9741779676754138,0.9527205604728142
